Date,EUR/USD Close,USD/CHF Close,USD/CAD Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,CHF/JPY Close,NZD/USD Close
6/14/16,1.1207,0.9633,1.28507,118.85,1.0798,0.7358,110.03,0.70001
6/15/16,1.1265,0.96121,1.29093,119.379,1.08286,0.74187,110.23,0.7045
6/16/16,1.123,0.96441,1.29678,117.091,1.08308,0.7367,108.094,0.70388
6/17/16,1.12802,0.9599,1.28734,117.547,1.08299,0.7398,108.539,0.70639
6/20/16,1.1306,0.9624,1.28098,117.57,1.0883,0.7448,108,0.71056
6/21/16,1.1249,0.9617,1.2814,117.971,1.08214,0.7456,109.02,0.71222
6/22/16,1.1304,0.9588,1.28309,118.04,1.084,0.7498,108.9,0.7166
6/23/16,1.13449,0.95836,1.27842,120.046,1.08724,0.75959,110.39,0.72401
6/24/16,1.11219,0.9673,1.29815,113.81,1.0758,0.74904,105.74,0.7134
6/27/16,1.10132,0.9784,1.3079,112.36,1.0776,0.7337,104.22,0.6996
6/28/16,1.1057,0.98216,1.3054,113.599,1.0861,0.73671,104.578,0.7026
6/29/16,1.1107,0.98022,1.29743,114.15,1.0887,0.74405,104.83,0.71111
6/30/16,1.1087,0.9768,1.2943,114.464,1.0832,0.7444,105.659,0.71295
7/1/16,1.1131,0.97419,1.291,114.1,1.0845,0.7485,105.17,0.716
7/4/16,1.1142,0.97135,1.28427,114.213,1.0823,0.75371,105.49,0.72357
7/5/16,1.1068,0.97717,1.2997,112.48,1.0815,0.7453,103.96,0.7142
7/6/16,1.11048,0.9747,1.2962,112.46,1.0824,0.7515,103.886,0.7131
7/7/16,1.1054,0.97908,1.30092,111.355,1.0822,0.74772,102.86,0.72182
7/8/16,1.10553,0.983,1.304,111.06,1.0868,0.75634,102.17,0.7293
7/11/16,1.10617,0.9824,1.31129,113.761,1.08683,0.75357,104.654,0.72205
7/12/16,1.10639,0.98833,1.3022,116.01,1.0933,0.7633,106.07,0.7303
7/13/16,1.1097,0.9836,1.29763,115.875,1.0919,0.76063,106.107,0.72712
7/14/16,1.11221,0.98014,1.289,117.274,1.09015,0.76378,107.46,0.72029
7/15/16,1.10698,0.98286,1.29291,116.858,1.0881,0.76001,107.391,0.71456
7/18/16,1.10716,0.9824,1.29307,117.556,1.0875,0.76038,108.06,0.71159
7/19/16,1.10175,0.98525,1.30219,116.862,1.08559,0.75074,107.627,0.70485
7/20/16,1.10173,0.98677,1.30491,117.811,1.087,0.74819,108.35,0.70236
7/21/16,1.10184,0.98615,1.30938,116.45,1.08659,0.74905,107.15,0.69953
7/22/16,1.09726,0.98741,1.31492,116.505,1.08357,0.74662,107.465,0.69935
7/25/16,1.09903,0.98615,1.32215,116.282,1.0838,0.74687,107.28,0.69893
7/26/16,1.09904,0.99179,1.31825,114.975,1.08999,0.75087,105.48,0.70496
7/27/16,1.10483,0.98682,1.31819,116.48,1.0904,0.74862,106.827,0.70668
7/28/16,1.10726,0.98101,1.31634,116.706,1.08636,0.75052,107.416,0.70763
7/29/16,1.11836,0.96825,1.30449,114.082,1.0829,0.7604,105.32,0.72256
8/1/16,1.11614,0.96853,1.31062,114.246,1.08111,0.7552,105.662,0.71819
8/2/16,1.12245,0.9641,1.30971,113.288,1.0828,0.76026,104.51,0.72315
8/3/16,1.1147,0.97307,1.30788,112.762,1.08477,0.75808,103.94,0.71514
8/4/16,1.11279,0.9736,1.30168,112.569,1.08343,0.76269,103.88,0.71768
8/5/16,1.10874,0.98037,1.31621,112.843,1.08714,0.76224,103.799,0.71375
8/8/16,1.10826,0.98255,1.31636,113.535,1.08907,0.76519,104.24,0.71403
8/9/16,1.11111,0.98164,1.31329,113.22,1.09079,0.76686,103.8,0.71574
8/10/16,1.11741,0.97494,1.30551,113.18,1.08962,0.77077,103.86,0.72131
8/11/16,1.11439,0.97471,1.29794,113.53,1.08632,0.77048,104.51,0.72134
8/12/16,1.11594,0.97488,1.29603,113.003,1.08806,0.76484,103.845,0.72005
8/15/16,1.1184,0.97245,1.29158,113.217,1.08786,0.7675,104.06,0.72104
8/16/16,1.12753,0.96224,1.28522,113.064,1.08507,0.76974,104.16,0.72727
8/17/16,1.12814,0.9627,1.28596,113.1,1.0858,0.764,104.149,0.72417
8/18/16,1.13541,0.9539,1.2769,113.521,1.08331,0.76913,104.785,0.72935
8/19/16,1.13276,0.95918,1.28548,113.435,1.0866,0.76239,104.378,0.72743
8/22/16,1.1323,0.96153,1.29413,113.535,1.0886,0.76284,104.275,0.7272
8/23/16,1.1307,0.96273,1.29108,113.282,1.08864,0.76183,104.05,0.72984
8/24/16,1.12634,0.96673,1.29259,113.12,1.0892,0.76112,103.852,0.7305
8/25/16,1.12822,0.9676,1.29267,113.424,1.09181,0.76144,103.87,0.73003
8/26/16,1.11985,0.97825,1.29935,113.96,1.0953,0.75649,104.05,0.72339
8/29/16,1.11867,0.9779,1.30148,114.067,1.09419,0.75762,104.217,0.72589
8/30/16,1.11403,0.98406,1.30942,114.778,1.09631,0.75044,104.688,0.72132
8/31/16,1.11588,0.98331,1.3108,115.419,1.0973,0.7518,105.175,0.72587
9/1/16,1.11972,0.9796,1.30951,115.643,1.09692,0.75513,105.416,0.72777
9/2/16,1.11602,0.98012,1.29928,116.006,1.09386,0.7569,106.053,0.72942
9/5/16,1.11467,0.9799,1.29152,115.228,1.0925,0.75819,105.456,0.7303
9/6/16,1.1257,0.96984,1.28352,114.884,1.0918,0.76804,105.21,0.74167
9/7/16,1.1244,0.9697,1.28999,114.412,1.0902,0.76714,104.93,0.74473
9/8/16,1.1254,0.9727,1.29198,115.393,1.09498,0.76407,105.375,0.73899
9/9/16,1.12268,0.9752,1.30272,115.302,1.09516,0.75549,105.282,0.73374
9/12/16,1.1234,0.97219,1.30511,114.4,1.09218,0.75614,104.736,0.7349
9/13/16,1.12125,0.97722,1.31653,115.12,1.09572,0.74615,105.08,0.72459
9/14/16,1.12471,0.97327,1.31968,115.104,1.0949,0.74684,105.11,0.72796
9/15/16,1.12426,0.97169,1.31565,114.913,1.0924,0.75136,105.17,0.7314
9/16/16,1.11532,0.98066,1.3208,114.18,1.09384,0.74876,104.365,0.72666
9/19/16,1.11791,0.97968,1.32035,113.77,1.0951,0.7536,103.87,0.72975
9/20/16,1.11565,0.97853,1.32071,113.52,1.09204,0.7551,103.93,0.73169
9/21/16,1.11827,0.97419,1.31163,112.355,1.08953,0.76166,103.117,0.7346
9/22/16,1.1202,0.96959,1.3064,113.028,1.08637,0.76304,104.01,0.7294
9/23/16,1.12321,0.96926,1.31677,113.496,1.08875,0.76164,104.23,0.72418
9/26/16,1.12572,0.9683,1.32341,112.87,1.0902,0.76351,103.5,0.72726
9/27/16,1.12183,0.97065,1.32149,112.581,1.08903,0.76628,103.36,0.72985
9/28/16,1.12113,0.9713,1.31241,112.826,1.08917,0.76793,103.571,0.72703
9/29/16,1.12172,0.96629,1.3157,113.322,1.08394,0.76354,104.533,0.72538
9/30/16,1.12332,0.97157,1.31232,113.889,1.09143,0.76576,104.34,0.72858
10/3/16,1.12146,0.97305,1.31032,113.887,1.09138,0.76751,104.347,0.72709
10/4/16,1.11976,0.97972,1.3198,115.063,1.09718,0.76171,104.87,0.72053
10/5/16,1.12112,0.9736,1.31723,116.155,1.09178,0.7615,106.39,0.71674
10/6/16,1.1144,0.9813,1.3215,115.97,1.0935,0.75799,106.015,0.71546
10/7/16,1.1191,0.97785,1.32708,115.217,1.09432,0.7584,105.273,0.71557
10/10/16,1.1133,0.98268,1.31718,115.403,1.09434,0.76037,105.43,0.71294
10/11/16,1.1054,0.9883,1.32538,114.327,1.09281,0.75387,104.607,0.70552
10/12/16,1.1014,0.98999,1.32499,114.803,1.09048,0.75671,105.272,0.70736
10/13/16,1.1049,0.98665,1.3197,114.491,1.0904,0.7568,104.98,0.70914
10/14/16,1.0981,0.9901,1.31306,114.437,1.08748,0.76104,105.223,0.7089
10/17/16,1.10001,0.98825,1.31267,114.217,1.08733,0.76251,105.04,0.71295
10/18/16,1.09804,0.98954,1.31199,114.019,1.08665,0.76647,104.89,0.7191
10/19/16,1.09687,0.98941,1.3127,113.493,1.08526,0.77211,104.556,0.7229
10/20/16,1.09266,0.99268,1.32251,113.589,1.08472,0.76222,104.69,0.71946
10/21/16,1.08724,0.99387,1.33366,112.906,1.08085,0.76004,104.437,0.71565
10/24/16,1.08743,0.9941,1.33849,113.335,1.0806,0.7598,104.85,0.7129
10/25/16,1.08881,0.99408,1.33495,113.439,1.08263,0.76466,104.77,0.71643
10/26/16,1.09064,0.99348,1.33752,113.983,1.0837,0.76414,105.177,0.71529
10/27/16,1.09015,0.99346,1.33928,114.725,1.08326,0.75848,105.88,0.71173
10/28/16,1.0976,0.98796,1.33895,114.985,1.0844,0.75941,106.025,0.71543
10/31/16,1.09763,0.98916,1.34162,115.095,1.08583,0.76053,105.969,0.71474
11/1/16,1.10579,0.97463,1.3389,115.106,1.07817,0.76473,106.754,0.7167
11/2/16,1.1088,0.97345,1.33926,114.718,1.07962,0.76578,106.26,0.7288
11/3/16,1.11097,0.9735,1.3377,114.37,1.0816,0.7681,105.728,0.7326
11/4/16,1.11222,0.96949,1.34054,114.639,1.07839,0.76757,106.29,0.73255
11/7/16,1.10461,0.97385,1.33647,115.405,1.07574,0.77151,107.3,0.73234
11/8/16,1.10234,0.97708,1.33054,115.839,1.07706,0.77665,107.539,0.73954
11/9/16,1.09225,0.9839,1.33687,115.585,1.07474,0.76608,107.52,0.73443
11/10/16,1.08913,0.98686,1.3476,116.438,1.07493,0.76097,108.319,0.72035
11/11/16,1.08434,0.98841,1.35287,115.772,1.07204,0.75439,107.981,0.71232
11/14/16,1.0739,0.99789,1.35554,116.4,1.07163,0.7547,108.613,0.70991
11/15/16,1.07187,1.00202,1.34662,117.131,1.07404,0.75539,109.049,0.70903
11/16/16,1.0681,1.0024,1.34351,116.598,1.0707,0.74736,108.898,0.7066
11/17/16,1.06223,1.007,1.35126,116.817,1.06977,0.7411,109.174,0.70297
11/18/16,1.05934,1.01016,1.35088,117.286,1.0702,0.73385,109.56,0.7017
11/21/16,1.06182,1.0094,1.342,117.966,1.07217,0.73621,110.021,0.70537
11/22/16,1.06252,1.0114,1.34443,118.058,1.07466,0.73986,109.851,0.70528
11/23/16,1.05546,1.01669,1.34868,118.791,1.07308,0.73877,110.7,0.70049
11/24/16,1.05691,1.01555,1.34927,119.61,1.07336,0.74089,111.428,0.7002
11/25/16,1.05922,1.01407,1.35183,119.909,1.07411,0.74259,111.63,0.70388
11/28/16,1.0596,1.01411,1.3425,118.942,1.07455,0.74728,110.66,0.70674
11/29/16,1.06418,1.01208,1.3426,119.622,1.07708,0.7481,111.03,0.71249
11/30/16,1.05986,1.016,1.34277,121.143,1.077,0.7385,112.43,0.70821
12/1/16,1.06482,1.01139,1.33244,121.452,1.07695,0.74143,112.78,0.7075
12/2/16,1.06639,1.0104,1.32891,121.107,1.07755,0.74464,112.368,0.71359
12/5/16,1.07604,1.0071,1.32401,122.115,1.0837,0.74903,112.675,0.7144
12/6/16,1.07151,1.01038,1.32899,122.23,1.08274,0.74545,112.87,0.7106
12/7/16,1.0764,1.007,1.32392,122.503,1.0839,0.74784,113.015,0.71613
12/8/16,1.06181,1.0158,1.31889,121.013,1.07903,0.74598,112.135,0.71771
12/9/16,1.0551,1.01789,1.31665,121.58,1.07387,0.74483,113.206,0.71386
12/12/16,1.06336,1.01382,1.31419,122.31,1.07806,0.74895,113.43,0.71852
12/13/16,1.0622,1.01237,1.31183,122.312,1.0755,0.75001,113.72,0.72026
12/14/16,1.05213,1.0209,1.32826,123.048,1.07408,0.74094,114.55,0.7118
12/15/16,1.0415,1.03058,1.33525,123.014,1.07335,0.73586,114.596,0.70358
12/16/16,1.0434,1.02713,1.33512,123.071,1.07183,0.7292,114.817,0.69521
12/19/16,1.04033,1.02717,1.3412,121.737,1.06842,0.72474,113.924,0.69334
12/20/16,1.03872,1.02888,1.33717,122.353,1.06871,0.72534,114.479,0.69186
12/21/16,1.04285,1.02607,1.34039,122.568,1.07,0.72482,114.53,0.69096
12/22/16,1.04356,1.0255,1.3496,122.677,1.07035,0.7209,114.58,0.69
12/23/16,1.04513,1.02785,1.3545,122.54,1.07393,0.71706,114.149,0.68739
12/26/16,1.04492,1.0252,1.35103,122.51,1.0733,0.71937,114.06,0.68932
12/27/16,1.0455,1.0277,1.35754,122.79,1.0746,0.71823,114.24,0.68856
12/28/16,1.0413,1.02838,1.35447,121.948,1.07089,0.71827,113.87,0.6925
12/29/16,1.04851,1.02345,1.34935,122.291,1.0731,0.72078,113.938,0.69565
12/30/16,1.05316,1.01785,1.34366,122.973,1.0722,0.72128,114.685,0.69438
1/2/17,1.04679,1.0233,1.3425,122.9,1.07124,0.7186,114.66,0.692
1/3/17,1.04134,1.02654,1.34294,122.414,1.06913,0.72245,114.502,0.69229
1/4/17,1.04657,1.02274,1.33187,123.016,1.07043,0.7267,114.89,0.69419
1/5/17,1.0589,1.01096,1.3241,122.507,1.07067,0.73367,114.407,0.70199
1/6/17,1.05315,1.01722,1.3233,123.265,1.07132,0.73042,115.17,0.69652
1/9/17,1.05649,1.0158,1.32276,122.72,1.0729,0.7354,114.34,0.70134
1/10/17,1.05582,1.01654,1.3224,122.211,1.07329,0.7365,113.85,0.69899
1/11/17,1.0575,1.01498,1.3169,122.098,1.07331,0.74455,113.75,0.7049
1/12/17,1.06171,1.0104,1.31357,121.673,1.07285,0.74869,113.395,0.7107
1/13/17,1.06455,1.00851,1.31225,121.918,1.07374,0.74973,113.542,0.71248
1/16/17,1.05967,1.0119,1.3162,120.876,1.07224,0.74721,112.7,0.70954
1/17/17,1.0704,1.0022,1.3051,120.67,1.0727,0.75614,112.44,0.72038
1/18/17,1.06397,1.00655,1.32598,121.557,1.07098,0.75128,113.5,0.71394
1/19/17,1.06591,1.00694,1.3319,122.41,1.0733,0.75541,114.02,0.71835
1/20/17,1.06907,1.00271,1.33266,122.492,1.07194,0.75492,114.234,0.71626
1/23/17,1.07472,0.99831,1.32488,121.46,1.07285,0.75743,113.19,0.722
1/24/17,1.07274,1.0011,1.31681,122.109,1.07413,0.75797,113.666,0.7243
1/25/17,1.07494,0.99945,1.30678,121.763,1.07412,0.75681,113.346,0.72689
1/26/17,1.06914,0.99956,1.30877,122.3,1.06865,0.75481,114.427,0.72543
1/27/17,1.06977,0.99908,1.31394,123.12,1.06874,0.75501,115.2,0.7262
1/30/17,1.0694,0.9949,1.3114,121.496,1.0644,0.75497,114.11,0.72831
1/31/17,1.07947,0.98946,1.30198,121.83,1.06804,0.75817,114.06,0.73407
2/1/17,1.07712,0.9926,1.30466,121.87,1.06912,0.75863,113.982,0.72794
2/2/17,1.0759,0.9928,1.30252,121.35,1.06821,0.76597,113.473,0.7286
2/3/17,1.07743,0.993,1.30256,121.42,1.07,0.7679,113.651,0.731
2/6/17,1.07494,0.99071,1.30831,120.08,1.06496,0.76574,112.775,0.73196
2/7/17,1.06946,0.99647,1.3162,119.999,1.06568,0.76344,112.59,0.73087
2/8/17,1.06874,0.99526,1.3157,119.753,1.06366,0.76332,112.56,0.72588
2/9/17,1.0659,1.00134,1.31405,120.723,1.06728,0.76297,113.09,0.71931
2/10/17,1.06321,1.00364,1.30841,120.591,1.06707,0.76739,113.01,0.7192
2/13/17,1.05993,1.0053,1.30716,120.423,1.06571,0.76455,112.99,0.71751
2/14/17,1.05732,1.00693,1.30759,120.723,1.06467,0.76524,113.377,0.71638
2/15/17,1.0599,1.0054,1.30782,120.98,1.06569,0.77129,113.52,0.72183
2/16/17,1.06729,0.99708,1.30757,120.777,1.06414,0.76895,113.47,0.72267
2/17/17,1.06077,1.00285,1.3102,119.786,1.06378,0.766,112.578,0.71836
2/20/17,1.06177,1.00259,1.30921,120.09,1.06449,0.76803,112.82,0.7183
2/21/17,1.05467,1.00864,1.31406,119.806,1.06386,0.768,112.608,0.71648
2/22/17,1.05705,1.00936,1.31524,119.587,1.0669,0.77066,112.08,0.71912
2/23/17,1.0578,1.00662,1.31157,119.23,1.0648,0.77147,111.95,0.7224
2/24/17,1.05577,1.00785,1.31072,118.267,1.06407,0.7672,111.13,0.71959
2/27/17,1.05867,1.00918,1.31518,119.35,1.0684,0.7677,111.715,0.71942
2/28/17,1.05907,1.00468,1.32924,118.956,1.06404,0.76643,111.75,0.72006
3/1/17,1.05514,1.00839,1.33396,119.879,1.06397,0.76828,112.667,0.71607
3/2/17,1.05052,1.01362,1.3395,120.248,1.06483,0.75701,112.915,0.70641
3/3/17,1.06121,1.00913,1.33787,120.901,1.07089,0.759,112.885,0.70367
3/6/17,1.05839,1.01183,1.341,120.53,1.07099,0.758,112.561,0.6992
3/7/17,1.05667,1.0134,1.34172,120.491,1.07093,0.75892,112.61,0.69576
